id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
ed3a3055-ba17-4177-8e10-f6962dbdc1e9,2025-09-27T17:00:53.802084,backend,http_response.v1,http_response,backend,5f9472da-7967-401e-8f05-40dfbe2108d5,backend,/api/settings/opening_hours/batch_update,{}
b0a4cbca-94ce-4b37-8cef-e2956ac9f6d5,2025-09-27T17:00:53.788610,backend,http_request.v1,http_request,backend,415c2669-a16e-4b25-a45a-7f8a4cc76fdd,backend,/api/settings/opening_hours/batch_update,{}
dde96e38-a71d-4945-abbb-1892b06afdfe,2025-09-27T17:00:51.495580,backend,http_response.v1,http_response,backend,a9278aec-f56a-4eb6-a8a8-4216d1a8bb4c,backend,/api/settings/opening_hours/batch_update,{}
cfe6c745-6adb-4c8c-8ac1-dd7d8b77444c,2025-09-27T17:00:51.481239,backend,http_request.v1,http_request,backend,8785c405-d83a-4d9e-ab77-0af57038a939,backend,/api/settings/opening_hours/batch_update,{}
eece1b77-8e47-4dd4-a31f-eaa7d135bdb0,2025-09-27T17:00:51.467998,backend,http_response.v1,http_response,backend,38f725d2-888a-4eb9-8ceb-2c41a6ca3f39,backend,/api/settings/opening_hours/batch_update,{}
da79a316-2cf5-44a3-b178-f4b441895744,2025-09-27T17:00:51.460115,backend,http_request.v1,http_request,backend,6e7532e4-2355-4af1-9a63-9d972feeec9f,backend,/api/settings/opening_hours/batch_update,{}
bce04b94-9753-474a-88ff-3045998bfe76,2025-09-27T17:00:50.796692,backend,http_response.v1,http_response,backend,dccf6957-de2e-444e-8c9d-bcc7e77a8583,backend,/api/settings/delivery_areas,{}
17ed5860-a9cd-4aee-8eac-dd63b82b8ef4,2025-09-27T17:00:50.774464,backend,http_request.v1,http_request,backend,e1f40daa-0214-471a-8c86-0ae8c6d9cdec,backend,/api/settings/delivery_areas,{}
d76f9809-ad40-43e5-a185-5c0995815b79,2025-09-27T17:00:50.443804,backend,http_response.v1,http_response,backend,99fbdb84-fe2a-4733-80fd-c113b9265ac5,backend,/api/settings/delivery_areas,{}
d1a99432-8eee-4005-9230-1a3efc907042,2025-09-27T17:00:50.436435,backend,http_request.v1,http_request,backend,79cf18e9-6ac1-434e-bcbf-3f0981a484bf,backend,/api/settings/delivery_areas,{}
d164b64e-4db2-4a51-b920-bd6fc5fe8506,2025-09-27T17:00:42.988501,backend,http_response.v1,http_response,backend,2328680f-425e-447a-8f9c-ac237ce8b0f5,backend,/api/settings/delivery_areas,{}
9fe85c2e-4491-4e1a-a9fa-36e11bbdb8fe,2025-09-27T17:00:42.978541,backend,http_request.v1,http_request,backend,a868f87e-23ef-4574-a81f-ee806253e01c,backend,/api/settings/delivery_areas,{}
f89aa544-373b-4ed6-8bf1-5a15e63a11d7,2025-09-27T17:00:42.688729,backend,http_response.v1,http_response,backend,d3349230-3c30-4f94-b658-f0034419ab34,backend,/api/settings/opening_hours,{}
badf3d7e-7177-4b05-ab48-1b949f0437d6,2025-09-27T17:00:42.676764,backend,http_request.v1,http_request,backend,aaef1a54-5079-494d-ad7b-433f5ad5cfa4,backend,/api/settings/opening_hours,{}
b57dda7a-4877-4192-9fa3-9ac7f859540b,2025-09-27T17:00:42.657916,backend,http_response.v1,http_response,backend,e6277126-3769-4164-8e55-78f437701872,backend,/api/settings/delivery_areas,{}
603028f8-9c4a-4da7-b1e8-2acef4d2a20d,2025-09-27T17:00:42.650050,backend,http_request.v1,http_request,backend,6e9f4c63-2513-4c64-a470-7251746a909b,backend,/api/settings/delivery_areas,{}
3899797a-06a8-4537-b6be-ddd71f8c2b22,2025-09-27T17:00:42.348594,backend,http_response.v1,http_response,backend,d880a0ac-3daa-43e0-a50f-4f4af918467e,backend,/api/settings/opening_hours,{}
a117590b-8f4a-4bc8-9e37-19dd50337bf4,2025-09-27T17:00:42.336332,backend,http_request.v1,http_request,backend,55b3ce58-a74a-421c-afc1-c035730476b5,backend,/api/settings/opening_hours,{}
log_1758985253483_g6ygx6n5w,2025-09-27T15:00:53.483Z,frontend,form_submit.v2,form_submit,session_1758984560651_foqjcq8xf,log_1758985253483_4wh2pcra5,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""field_presence_map"":{""input"":false,""select"":true},""formAction"":""http://localhost:5173/restaurant/dashboard/settings"",""formElements"":[{""name"":"""",""required"":false,""type"":""select-one""},{""name"":"""",""required"":false,""type"":""time""},{""name"":"""",""required"":false,""type"":""time""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""submit""},{""name"":"""",""required"":false,""type"":""text""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""}],""formId"":"""",""formMethod"":""get"",""schema_version"":""form_submit.v2"",""trigger"":""submit""},""event_time"":""2025-09-27T15:00:53.483Z"",""field_presence_map"":{""input"":false,""select"":true},""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""submit"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
log_1758985253482_dse3ikl4r,2025-09-27T15:00:53.482Z,frontend,click.v1,click,session_1758984560651_foqjcq8xf,log_1758985253482_wx7lfwz2u,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""w-full bg-orange-500 text-white py-2 px-4 rounded-md hover:bg-orange-600 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-orange-500"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Submit Changes"",""trigger"":""click"",""x"":1230,""y"":488},""event_time"":""2025-09-27T15:00:53.482Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
log_1758985251459_ncv2bdk8j,2025-09-27T15:00:51.459Z,frontend,form_submit.v2,form_submit,session_1758984560651_foqjcq8xf,log_1758985251459_ea6mbkzo3,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""field_presence_map"":{""input"":false,""select"":true},""formAction"":""http://localhost:5173/restaurant/dashboard/settings"",""formElements"":[{""name"":"""",""required"":false,""type"":""select-one""},{""name"":"""",""required"":false,""type"":""time""},{""name"":"""",""required"":false,""type"":""time""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""submit""},{""name"":"""",""required"":false,""type"":""text""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""},{""name"":"""",""type"":""button""}],""formId"":"""",""formMethod"":""get"",""schema_version"":""form_submit.v2"",""trigger"":""submit""},""event_time"":""2025-09-27T15:00:51.459Z"",""field_presence_map"":{""input"":false,""select"":true},""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""submit"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
log_1758985251457_z2cvgng1m,2025-09-27T15:00:51.457Z,frontend,click.v1,click,session_1758984560651_foqjcq8xf,log_1758985251457_d2axv0g1z,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""w-full bg-orange-500 text-white py-2 px-4 rounded-md hover:bg-orange-600 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-orange-500"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Submit Changes"",""trigger"":""click"",""x"":1230,""y"":488},""event_time"":""2025-09-27T15:00:51.457Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
log_1758985250434_f4cjt40ji,2025-09-27T15:00:50.434Z,frontend,click.v1,click,session_1758984560651_foqjcq8xf,log_1758985250434_mzscp840y,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""bg-orange-500 text-white py-2 px-4 rounded-md hover:bg-orange-600 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-orange-500"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Add"",""trigger"":""click"",""x"":1258,""y"":613},""event_time"":""2025-09-27T15:00:50.434Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
log_1758985250359_qdfuhfqg7,2025-09-27T15:00:50.359Z,frontend,input_change.v1,input_change,session_1758984560651_foqjcq8xf,log_1758985250359_a50v3w504,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":5,""inputId"":"""",""inputName"":""INPUT"",""inputType"":""text"",""inputValue"":""47055"",""schema_version"":""input_change.v1"",""trigger"":""blur""},""event_time"":""2025-09-27T15:00:50.359Z"",""finalValueLength"":5,""inputId"":"""",""inputName"":""INPUT"",""inputType"":""text"",""inputValue"":""47055"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""blur"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
log_1758985245310_oskul68ek,2025-09-27T15:00:45.310Z,frontend,click.v1,click,session_1758984560651_foqjcq8xf,log_1758985245310_9wkmcbqpu,anonymous,/restaurant/dashboard/settings,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""flex-1 rounded-md border-gray-300 shadow-sm focus:border-orange-500 focus:ring-orange-500"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""INPUT"",""text"":"""",""trigger"":""click"",""x"":824,""y"":619},""event_time"":""2025-09-27T15:00:45.310Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/dashboard/settings"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":911,""width"":1920}}"
