id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
e3c07cc2-e54c-4d18-b282-66f4b983c807,2025-09-13T16:14:21.664635,backend,http_response.v1,http_response,backend,377f2662-3085-42c5-b5b8-12437006de02,backend,/api/orders/,{}
ad9f1046-cc75-4453-9b52-b489911aaf71,2025-09-13T16:14:21.656431,backend,http_request.v1,http_request,backend,3b715639-7f55-42ed-8e17-169af12a6259,backend,/api/orders/,{}
6de3db0a-a4f1-44a8-8b3a-1702e9e1a5fd,2025-09-13T16:14:21.403455,backend,http_response.v1,http_response,backend,f6480a1c-8e89-4648-bc0b-1e15840079f1,backend,/api/orders/,{}
2f76ce1c-e53e-4440-b263-56d9e9375c7c,2025-09-13T16:14:21.391368,backend,http_request.v1,http_request,backend,5bab3757-adbe-4393-989c-2a988c623a92,backend,/api/orders/,{}
0224d7d3-45e5-4ded-941c-df4cf172ca7d,2025-09-13T16:14:21.026519,backend,http_response.v1,http_response,backend,2c4c5b67-245c-4f26-b0fc-60c0dbf12480,backend,/api/login,{}
0689a2d3-5b7e-410d-b667-68b94fe65772,2025-09-13T16:14:20.765886,backend,http_request.v1,http_request,backend,9d5edca1-683d-4367-ad99-68f028d14faa,backend,/api/login,{}
3740b15a-78c8-4476-ae0e-f587fd1b431e,2025-09-13T16:14:20.445658,backend,http_response.v1,http_response,backend,00416031-b9e6-4a08-8148-29bdc258d084,backend,/api/login,{}
6190ce41-7417-492d-a4db-b5f3a80247ea,2025-09-13T16:14:20.437926,backend,http_request.v1,http_request,backend,7ea38fab-3391-47a2-a392-f0a456d266a2,backend,/api/login,{}
log_1757772860130_nv3ifh2gk,2025-09-13T14:14:20.130Z,frontend,form_submit.v2,form_submit,session_1757771443548_7eqjj0e9b,log_1757772860130_2z56z3fy2,anonymous,/restaurant/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""field_presence_map"":{""password"":true,""username"":true},""formAction"":""http://localhost:5173/restaurant/login"",""formElements"":[{""name"":""username"",""required"":true,""type"":""text""},{""name"":""password"",""required"":true,""type"":""password""},{""name"":"""",""type"":""submit""}],""formId"":"""",""formMethod"":""get"",""schema_version"":""form_submit.v2"",""trigger"":""submit""},""event_time"":""2025-09-13T14:14:20.130Z"",""field_presence_map"":{""password"":true,""username"":true},""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""submit"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757772860128_k2eswobwm,2025-09-13T14:14:20.128Z,frontend,click.v1,click,session_1757771443548_7eqjj0e9b,log_1757772860128_gqr0jhlcd,anonymous,/restaurant/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""w-full flex justify-center py-2 px-4 border border-transparent rounded-md shadow-sm text-sm font-medium text-white bg-orange-500 hover:bg-orange-600 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-orange-500"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Sign In"",""trigger"":""click"",""x"":331,""y"":432},""event_time"":""2025-09-13T14:14:20.128Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757772859986_ogkw3sf8m,2025-09-13T14:14:19.986Z,frontend,input_change.v1,input_change,session_1757771443548_7eqjj0e9b,log_1757772859986_kn34m15y7,anonymous,/restaurant/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":1,""inputId"":""password"",""inputName"":""password"",""inputType"":""password"",""inputValue"":""[HIDDEN]"",""schema_version"":""input_change.v1"",""trigger"":""blur""},""event_time"":""2025-09-13T14:14:19.986Z"",""finalValueLength"":1,""inputId"":""password"",""inputName"":""password"",""inputType"":""password"",""inputValue"":""[HIDDEN]"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""blur"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757772859023_5dqqx6h3i,2025-09-13T14:14:19.023Z,frontend,input_change.v1,input_change,session_1757771443548_7eqjj0e9b,log_1757772859023_5am0yghce,anonymous,/restaurant/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":1,""inputId"":""password"",""inputName"":""password"",""inputType"":""password"",""inputValue"":""[HIDDEN]"",""schema_version"":""input_change.v1"",""trigger"":""debounced_input""},""event_time"":""2025-09-13T14:14:19.023Z"",""finalValueLength"":1,""inputId"":""password"",""inputName"":""password"",""inputType"":""password"",""inputValue"":""[HIDDEN]"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""debounced_input"",""system_noise"":false,""url"":""http://localhost:5173/restaurant/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
