id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
d5820ce2-e80d-41cb-8f60-e7559f08e8da,2025-09-13T14:34:23.546089,backend,http_response.v1,http_response,backend,43158af4-d988-46bf-8723-fe69b22eb7d3,backend,/api/logout,{}
e5cad1b4-82fd-4501-b0ab-2a357c107423,2025-09-13T14:34:23.538120,backend,http_request.v1,http_request,backend,f3978af8-d710-444f-915a-8e68ceb79dd0,backend,/api/logout,{}
41e1c3ba-d358-49e6-a364-e4614404cf6c,2025-09-13T14:34:23.524852,backend,http_response.v1,http_response,backend,b63d2335-66bd-4e97-95d6-da86fc525474,backend,/api/logout,{}
d0fef9ab-d34c-4f0c-94d1-c60af884da87,2025-09-13T14:34:23.509386,backend,http_request.v1,http_request,backend,f54eb322-7ac9-488e-9e9d-6d43aec8b756,backend,/api/logout,{}
4c37fc5e-d65a-4fdf-830f-d31ea73919ca,2025-09-13T14:34:21.420329,backend,http_response.v1,http_response,backend,740901ab-73e8-4937-bf0c-db1c3879023d,backend,/api/settings/delivery_areas,{}
9b6fe83e-83a7-4eba-b353-50a0a18f3ab4,2025-09-13T14:34:21.367926,backend,http_request.v1,http_request,backend,8acd72d7-91f2-481c-8312-fb17ead15c9e,backend,/api/settings/delivery_areas,{}
67c6e5d5-03ca-4e68-b3bd-e5f85d46611f,2025-09-13T14:34:21.039702,backend,http_response.v1,http_response,backend,ab353225-2e03-48ad-93ae-759f55417bcc,backend,/api/settings/delivery_areas,{}
4a4b9ad9-7a26-42a8-8467-c0ad0737e1b9,2025-09-13T14:34:21.036776,backend,http_request.v1,http_request,backend,b481d1ef-6cc0-44bf-bccb-55eb1607795f,backend,/api/settings/delivery_areas,{}
1a2a0992-c5a9-41bb-b148-8148cf49ec0c,2025-09-13T14:34:01.652643,backend,http_response.v1,http_response,backend,e2e5c259-6921-48bf-842d-cb1086c45b83,backend,/api/settings/delivery_areas,{}
167c64f5-aa99-4291-9784-94177b3c9bf8,2025-09-13T14:34:01.643702,backend,http_request.v1,http_request,backend,2af9837a-293c-4def-b7c0-61f943e5a1b3,backend,/api/settings/delivery_areas,{}
f295590e-2339-446d-a53a-7baf246428b2,2025-09-13T14:34:01.355836,backend,http_response.v1,http_response,backend,325aede6-7838-4de5-af33-13d59e779e5a,backend,/api/settings/opening_hours,{}
89335970-2e15-4294-a69c-4cb11ad35785,2025-09-13T14:34:01.341765,backend,http_request.v1,http_request,backend,051f81c6-4079-4aa0-8526-15fb40c1b4d7,backend,/api/settings/opening_hours,{}
3c55cbdf-424f-42db-95a3-c270c69f6554,2025-09-13T14:34:01.312948,backend,http_response.v1,http_response,backend,78b32dba-cb6d-4c5c-ba99-9fab0e75225b,backend,/api/settings/delivery_areas,{}
89180927-80fc-40f3-8026-b5bb383a78cd,2025-09-13T14:34:01.300506,backend,http_request.v1,http_request,backend,56be553c-df4b-4ae6-ab98-6ff2815385a6,backend,/api/settings/delivery_areas,{}
928d79c7-8f00-4dc5-9929-e56affdba834,2025-09-13T14:34:01.016664,backend,http_response.v1,http_response,backend,3930f878-9403-4b42-bd21-008fb01668e7,backend,/api/settings/opening_hours,{}
cf74276f-5910-4296-bb61-9bc790d01b53,2025-09-13T14:34:00.995214,backend,http_request.v1,http_request,backend,aaa1ebd7-e886-4b17-a195-125f8bfce827,backend,/api/settings/opening_hours,{}
