id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
2a88782e-2ee1-4600-944a-542e6934cb61,2025-09-13T14:27:34.595570,backend,http_response.v1,http_response,backend,9df6a9ed-678a-48f3-a408-ea6191997be8,backend,/api/menu/,{}
7fd6b81d-4f1f-4572-8f74-2b58cfe8ea6c,2025-09-13T14:27:34.576022,backend,http_request.v1,http_request,backend,82e9f595-b031-4ab9-94bf-c28f673ba1e5,backend,/api/menu/,{}
c73cbaaa-aa05-492c-affc-476d13231aa7,2025-09-13T14:27:34.330480,backend,http_response.v1,http_response,backend,4d5d023e-c231-4d46-b7cc-3054fb53ddea,backend,/api/menu/,{}
646908f0-da99-4a6d-8422-7d58dbf37b0b,2025-09-13T14:27:34.311480,backend,http_request.v1,http_request,backend,2807815b-277b-43fe-a45f-5a4006bbc1fd,backend,/api/menu/,{}
0daa5613-db9e-4c4e-9d0e-29e3609f9c76,2025-09-13T14:27:31.960035,backend,http_response.v1,http_response,backend,c3ab31f2-e349-4f4a-8cb8-7fa24b93f921,backend,/api/orders/,{}
4b2cc250-908c-4df7-9661-adf2601dac39,2025-09-13T14:27:31.927019,backend,http_request.v1,http_request,backend,e8731805-5cc5-4559-9397-e3e1d1844296,backend,/api/orders/,{}
ecafdf84-71c1-425f-ad47-a6339f65731c,2025-09-13T14:27:31.691762,backend,http_response.v1,http_response,backend,dd489204-a5a4-40e5-b6b6-3156117e3170,backend,/api/orders/,{}
401cc5f4-3d3e-4918-81e4-e05609d4f0ee,2025-09-13T14:27:31.667746,backend,http_request.v1,http_request,backend,ea2fd4a3-c03a-451d-ad8b-389b7b86e0b9,backend,/api/orders/,{}
174dad29-ee35-4998-9fc0-2183a5cc0c86,2025-09-13T14:27:31.305874,backend,http_response.v1,http_response,backend,5c49772c-f3ca-43e8-9824-b4b46e585dfd,backend,/api/login,{}
1f51d80f-4ab6-4320-b277-152a789e7c98,2025-09-13T14:27:31.035508,backend,http_request.v1,http_request,backend,2976ecd8-79e7-4d7b-b2ff-bb60d341f53c,backend,/api/login,{}
82b1e8ab-35d8-4704-a76c-90c1dd05ecdc,2025-09-13T14:27:30.709170,backend,http_response.v1,http_response,backend,555d5aea-621e-4dc3-bead-c1b6bd61e010,backend,/api/login,{}
ea1daf03-15d4-42f5-aa29-33340f65d4aa,2025-09-13T14:27:30.691251,backend,http_request.v1,http_request,backend,56992206-d1c0-49e9-ab4c-39e7a0cc2dc8,backend,/api/login,{}
