id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
6ab40694-dd47-42b6-8bf7-894f959c55bd,2025-09-13T13:37:53.657848,backend,http_response.v1,http_response,backend,7756447b-3947-4db7-be44-6201788cb49e,backend,/api/customer/place_order,{}
c41d47c6-e5b4-40ff-98a8-899184843e2b,2025-09-13T13:37:53.647845,backend,http_request.v1,http_request,backend,b8543a0b-d1e3-4999-ab86-a39136de155a,backend,/api/customer/place_order,{}
73316532-ea13-4a4e-9c85-fe1cd1ef15b2,2025-09-13T13:37:53.328728,backend,http_response.v1,http_response,backend,60cfc5b7-d468-4c45-8151-0aaf4f2685dd,backend,/api/customer/place_order,{}
e64f20ab-51d2-4488-a4ba-c16c2f81d52b,2025-09-13T13:37:53.319727,backend,http_request.v1,http_request,backend,0549d12e-61fc-4061-8ce0-9449a001bde0,backend,/api/customer/place_order,{}
4d1ce922-13cf-4850-934b-a36adeb0f699,2025-09-13T13:37:41.944017,backend,http_response.v1,http_response,backend,aee92659-a1d7-4d17-b222-4b68466f0851,backend,/api/customer/login,{}
f418687e-beaf-4a14-836a-ac368df7eea7,2025-09-13T13:37:41.663702,backend,http_request.v1,http_request,backend,48d8ce2f-3a62-47a6-bc13-db311c532bdf,backend,/api/customer/login,{}
8579ab72-59de-40e3-9f28-66e8424d9cbd,2025-09-13T13:37:41.643364,backend,http_response.v1,http_response,backend,ffc2d322-333a-4b5f-b10a-1fe31b73305f,backend,/api/customer/login,{}
7f0b9f69-a141-4df4-8d2b-7cc43832f586,2025-09-13T13:37:41.627811,backend,http_request.v1,http_request,backend,bfaf606f-898b-45ea-b53a-8e5639003ea8,backend,/api/customer/login,{}
log_1757763473017_oksraadpi,2025-09-13T11:37:53.017Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763473017_5zy7cui0u,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""w-full bg-orange-500 text-white py-3 px-4 rounded-md hover:bg-orange-600 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-orange-500 disabled:opacity-50"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Processing..."",""trigger"":""click"",""x"":452,""y"":616},""event_time"":""2025-09-13T11:37:53.017Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763472892_kh7wzfz8m,2025-09-13T11:37:52.892Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763472892_zvi5cdxyq,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":5,""inputId"":""notes"",""inputName"":""notes"",""inputType"":""textarea"",""inputValue"":""super"",""schema_version"":""input_change.v1"",""trigger"":""blur""},""event_time"":""2025-09-13T11:37:52.892Z"",""finalValueLength"":5,""inputId"":""notes"",""inputName"":""notes"",""inputType"":""textarea"",""inputValue"":""super"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""blur"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763472229_pash2hpwj,2025-09-13T11:37:52.229Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763472229_z9idzxn3z,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":5,""inputId"":""notes"",""inputName"":""notes"",""inputType"":""textarea"",""inputValue"":""super"",""schema_version"":""input_change.v1"",""trigger"":""debounced_input""},""event_time"":""2025-09-13T11:37:52.229Z"",""finalValueLength"":5,""inputId"":""notes"",""inputName"":""notes"",""inputType"":""textarea"",""inputValue"":""super"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""debounced_input"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763469745_v85u4vmnk,2025-09-13T11:37:49.745Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763469745_v9wii4kth,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""mt-1 block w-full rounded-md border-gray-300 shadow-sm focus:border-orange-500 focus:ring-orange-500"",""id"":""notes"",""schema_version"":""click.v1"",""tagName"":""TEXTAREA"",""text"":"""",""trigger"":""click"",""x"":435,""y"":389},""event_time"":""2025-09-13T11:37:49.745Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763468664_zdsyhvunx,2025-09-13T11:37:48.664Z,frontend,scroll.v1,scroll,session_1757763080934_tj3hw6dyl,log_1757763468664_ozb247hgt,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""clientHeight"":695,""schema_version"":""scroll.v1"",""scrollHeight"":733,""scrollX"":0,""scrollY"":37.599998474121094,""trigger"":""scroll""},""event_time"":""2025-09-13T11:37:48.664Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""scroll"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
