id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
d79ac549-e490-43e8-b345-d26e0f5e7625,2025-09-13T13:54:40.507064,backend,http_response.v1,http_response,backend,1c2a1006-2923-47e3-9bcf-28744fb221e7,backend,/api/logout,{}
ccaf8b5a-5df5-45db-9f25-44236e2e4042,2025-09-13T13:54:40.493261,backend,http_request.v1,http_request,backend,51f559f6-bd1b-4755-b93c-49d0e55328ea,backend,/api/logout,{}
936f5509-25b8-4a6e-936b-bd868c51e4ca,2025-09-13T13:54:40.169663,backend,http_response.v1,http_response,backend,15b419a0-bfa4-47af-b270-a5d10f4fa5c2,backend,/api/logout,{}
9d5720b2-79cb-4ba4-bf8b-5dde6c653dbf,2025-09-13T13:54:40.154432,backend,http_request.v1,http_request,backend,3d6fd7ac-292c-4dc0-932e-e5654a58d30a,backend,/api/logout,{}
4b326820-a2c1-4e60-9461-441e958765d8,2025-09-13T13:54:10.974056,backend,http_response.v1,http_response,backend,9e9c6b8d-c3b2-49dd-99e5-180d2e32887d,backend,/api/customer/login,{}
17e3f740-ea3c-4654-9ff2-53bf438d62ff,2025-09-13T13:54:10.707048,backend,http_request.v1,http_request,backend,a4b0b316-df63-4992-be23-babd0afaf9c4,backend,/api/customer/login,{}
1b858680-51d2-44ae-9a70-ebae594ec1d3,2025-09-13T13:54:10.382911,backend,http_response.v1,http_response,backend,c8e89ab7-8039-410e-a67b-da66d6f21e70,backend,/api/customer/login,{}
981baec6-8327-4817-a252-6a7db0e109e9,2025-09-13T13:54:10.374415,backend,http_request.v1,http_request,backend,f7787a97-402a-4d41-a607-06117e90aa66,backend,/api/customer/login,{}
log_1757764479962_873wn7ivy,2025-09-13T11:54:39.962Z,frontend,scroll.v1,scroll,session_1757763080934_tj3hw6dyl,log_1757764479962_a9236160n,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""clientHeight"":695,""schema_version"":""scroll.v1"",""scrollHeight"":695,""scrollX"":0,""scrollY"":0,""trigger"":""scroll""},""event_time"":""2025-09-13T11:54:39.962Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""scroll"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757764479852_om5go09he,2025-09-13T11:54:39.852Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757764479852_yf4wyaca4,anonymous,/customer/dashboard/cart,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""bg-orange-500 text-white hover:bg-orange-600 px-4 py-2 rounded-md text-sm font-medium"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Logout"",""trigger"":""click"",""x"":628,""y"":27},""event_time"":""2025-09-13T11:54:39.852Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/dashboard/cart"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
